APPL,438000000,1.06
AMZN,498000000,0.00
ZM,111800000,0.00
ZM,163.71,350,1
AMZN,2404.28,400,0
ZM,163.25,325,0
APPL,280.44,0,0
ZM,163.26,175,0
AMZN,2390.8,100,0
APPL,279.07,250,1
AMZN,2363.47,300,0
AMZN,2344.69,900,0
AMZN,2335.62,400,0
ZM,157.8,0,1
APPL,282.56,125,0
AMZN,2349.26,600,0
AMZN,2386.63,0,0
AMZN,2352.91,650,1
AMZN,2373.17,600,1
AMZN,2360.36,300,1
AMZN,2369.52,200,1
AMZN,2346.92,400,1
AMZN,2381.59,350,1
APPL,287.73,200,0
APPL,284.06,25,1
APPL,281.01,100,1
APPL,283.51,275,0
ZM,161.25,250,0
APPL,281.81,25,1
AMZN,2405.11,200,0
ZM,155.86,450,0
ZM,155.77,100,1
ZM,162.05,350,0
AMZN,2346.99,100,1
ZM,164.05,25,0
APPL,283.51,250,1
ZM,157.44,0,0
APPL,279.74,100,1
APPL,278.95,25,1
AMZN,2410.92,400,0
ZM,161.7,450,1
AMZN,2374.32,950,1
APPL,283.12,125,0
AMZN,2406.58,800,0
APPL,283.94,50,1
ZM,155.6,150,0
APPL,283.31,400,0
ZM,161.46,475,0
ZM,159.35,175,1
ZM,162.7,275,0
AMZN,2409.93,300,1
ZM,160.17,75,1
ZM,156.84,225,0
APPL,280.2,225,1
AMZN,2370.26,900,0
APPL,279.58,350,1
ZM,157.87,300,1
ZM,163.38,425,0
AMZN,2338.65,550,1
APPL,285.89,100,0
APPL,278.81,200,0
AMZN,2372.19,800,0
APPL,283.5,175,0
APPL,287.12,150,1
ZM,156.63,325,0
AMZN,2387.29,300,1
ZM,161.26,250,1
ZM,157.89,250,1
AMZN,2350.79,550,0
APPL,279.14,325,1
ZM,158.61,375,1
ZM,161.72,75,0
APPL,284.2,350,0
APPL,280.8,125,0
APPL,279.66,25,1
APPL,279.54,75,0
APPL,287.6,0,0
ZM,159.41,75,0
APPL,282.19,100,0
AMZN,2413.64,50,1
ZM,160.26,175,0
APPL,286.27,50,0
AMZN,2348.06,350,0
ZM,160.47,150,1
APPL,278.62,50,0
APPL,283.22,250,0
AMZN,2337.49,350,0
APPL,284.35,0,0
AMZN,2361.62,200,0
AMZN,2401.0,650,1
APPL,278.01,150,1
AMZN,2391.71,800,1
AMZN,2408.27,300,0
ZM,159.08,300,0
AMZN,2353.56,150,0
AMZN,2384.2,250,1
APPL,286.43,450,1
AMZN,2386.29,900,0
AMZN,2352.42,100,0
APPL,286.23,125,1
APPL,287.0,300,1
ZM,158.56,175,0
AMZN,2380.04,600,0
ZM,162.27,125,0
APPL,282.81,100,0
AMZN,2370.4,950,0
ZM,156.05,125,1
APPL,287.39,350,1
APPL,286.83,350,0
ZM,155.91,0,0
AMZN,2363.2,450,1
ZM,155.96,175,1
APPL,285.24,75,0
AMZN,2352.37,950,1
AMZN,2401.06,600,1
APPL,286.98,250,1
APPL,280.69,325,0
APPL,281.99,375,0
ZM,160.59,50,1
ZM,158.86,250,1
ZM,157.26,250,0
APPL,282.15,175,0
ZM,158.98,100,0
APPL,281.99,275,0
APPL,285.31,225,0
AMZN,2401.1,50,0
APPL,281.64,450,1
AMZN,2351.99,300,0
APPL,284.87,450,1
AMZN,2375.71,50,1
AMZN,2381.64,700,1
APPL,279.16,200,0
ZM,160.54,400,0
APPL,287.38,100,1
APPL,285.62,425,0
APPL,284.93,425,1
APPL,281.31,450,0
APPL,284.44,75,0
ZM,157.99,225,0
APPL,279.94,350,0
ZM,163.49,275,1
AMZN,2389.05,150,0
AMZN,2376.19,950,1
APPL,287.06,200,1
ZM,159.43,375,0
ZM,161.35,325,0
APPL,278.49,175,1
APPL,279.76,225,0
ZM,164.29,375,0
APPL,280.82,100,1
APPL,286.44,250,1
ZM,156.92,25,1
APPL,278.01,100,1
ZM,161.51,100,0
ZM,155.8,0,0
ZM,156.52,50,1
APPL,283.59,225,0
APPL,278.32,175,1
ZM,164.12,300,0
ZM,159.39,475,1
APPL,279.46,75,1
AMZN,2349.91,950,0
ZM,163.55,25,0
ZM,157.88,175,0
APPL,285.53,475,0
AMZN,2338.98,100,1
APPL,281.58,250,0
APPL,281.62,400,1
ZM,157.28,450,0
ZM,161.4,250,1
APPL,283.51,450,1
APPL,284.06,375,1
APPL,282.6,100,0
ZM,160.12,225,1
APPL,279.1,450,1
AMZN,2389.98,600,1
ZM,161.31,75,1
ZM,156.08,125,1
AMZN,2373.4,0,1
APPL,286.25,225,1
APPL,287.74,375,1
APPL,283.57,425,1
AMZN,2351.12,650,0
ZM,158.53,300,0
ZM,158.43,300,1
AMZN,2399.94,550,0
AMZN,2349.97,100,0
APPL,278.78,350,0
AMZN,2360.22,200,1
ZM,158.65,175,1
APPL,279.49,325,0
ZM,156.11,75,1
AMZN,2387.27,350,0
ZM,157.04,325,1
ZM,158.12,100,1
AMZN,2382.12,500,1
AMZN,2397.3,800,0
ZM,161.47,75,0
APPL,282.3,375,1
AMZN,2352.0,0,0
AMZN,2355.33,300,0
AMZN,2400.36,100,1
AMZN,2340.42,950,1
AMZN,2370.81,450,1
APPL,285.73,125,0
AMZN,2379.48,700,0
ZM,157.44,225,1
APPL,281.04,175,1
APPL,280.12,375,1
ZM,155.78,450,1
AMZN,2379.67,450,1
AMZN,2344.03,750,1
ZM,159.02,375,1
ZM,162.85,450,1
ZM,161.07,250,0
ZM,155.9,375,0
APPL,279.91,325,0
APPL,285.86,425,0
ZM,159.86,475,0
AMZN,2366.82,700,1
ZM,156.66,200,0
ZM,156.84,475,0
APPL,286.21,0,0
ZM,160.19,75,1
AMZN,2410.5,250,1
APPL,286.62,475,1
APPL,285.13,150,0
APPL,284.3,0,1
ZM,160.47,200,0
APPL,287.67,450,1
APPL,277.87,300,0
AMZN,2393.39,550,0
APPL,278.07,350,0
AMZN,2367.51,950,0
APPL,281.41,200,1
ZM,161.58,300,0
APPL,278.12,125,0
APPL,278.9,275,0
AMZN,2363.01,500,0
AMZN,2392.07,850,1
APPL,281.26,100,0
APPL,283.93,225,0
ZM,160.06,225,0
ZM,164.37,175,0
APPL,279.28,300,0
ZM,156.87,100,1
ZM,157.39,300,1
APPL,281.85,275,1
ZM,157.08,75,0
AMZN,2397.8,500,0
ZM,156.74,150,0
AMZN,2363.27,850,1
APPL,280.63,225,0
AMZN,2384.62,800,1
ZM,159.19,275,1
AMZN,2364.47,650,1
ZM,161.19,425,0
ZM,164.55,200,1
ZM,160.68,75,1
ZM,156.28,175,0
APPL,284.2,275,0
APPL,283.86,150,1
ZM,164.39,25,0
AMZN,2414.62,400,1
ZM,159.74,300,0
AMZN,2389.29,200,0
APPL,286.82,150,1
ZM,160.21,275,0
APPL,284.04,125,1
APPL,283.97,350,0
APPL,283.38,375,1
AMZN,2405.13,550,0
ZM,160.58,125,0
AMZN,2407.99,300,1
ZM,160.6,325,0
AMZN,2363.89,50,1
AMZN,2368.13,250,1
APPL,283.19,425,1
APPL,281.26,200,1
APPL,287.69,350,1
AMZN,2340.2,750,1
ZM,159.78,400,1
APPL,283.82,300,0
AMZN,2393.44,100,0
ZM,161.68,100,0
APPL,281.01,275,0
AMZN,2400.44,200,0
APPL,286.65,200,1
APPL,281.01,375,0
AMZN,2371.84,450,0
ZM,158.8,0,0
AMZN,2345.13,250,0
AMZN,2398.88,0,0
AMZN,2362.48,50,1
ZM,163.6,50,0
APPL,280.85,400,0
APPL,281.1,225,1
ZM,160.86,50,0
APPL,282.26,100,0
ZM,162.0,275,0
AMZN,2413.1,800,1
APPL,280.84,400,0
ZM,161.85,450,0
APPL,287.64,200,0
AMZN,2384.91,450,1
ZM,163.61,100,0
AMZN,2381.43,150,1
AMZN,2385.38,800,0
ZM,162.47,175,0
AMZN,2354.27,900,1
AMZN,2404.1,950,0
AMZN,2392.33,500,0
AMZN,2371.3,150,0
AMZN,2412.55,500,1
ZM,160.13,100,0
APPL,286.66,150,1
APPL,281.97,225,0
AMZN,2414.62,500,1
APPL,286.68,125,0
AMZN,2359.75,600,0
AMZN,2397.77,0,0
ZM,156.87,25,0
ZM,158.24,0,1
APPL,286.99,275,1
AMZN,2389.13,0,1
ZM,158.42,150,0
APPL,278.04,475,1
AMZN,2412.57,50,0
APPL,281.14,450,0
APPL,287.23,200,1
AMZN,2337.01,750,0
AMZN,2344.36,400,0
ZM,161.29,200,1
AMZN,2337.27,900,1
APPL,282.2,325,1
AMZN,2355.02,50,0
ZM,157.31,450,0
APPL,281.81,75,1
AMZN,2401.96,150,1
ZM,162.19,250,0
APPL,281.66,50,0
AMZN,2374.56,950,0
APPL,283.07,375,0
APPL,278.19,475,0
ZM,156.05,425,0
APPL,279.53,350,1
APPL,285.9,250,0
APPL,285.27,125,0
AMZN,2394.45,800,1
AMZN,2360.68,750,1
ZM,159.57,300,0
AMZN,2403.25,50,0
APPL,285.89,250,0
AMZN,2357.02,250,1
APPL,279.9,100,1
APPL,281.53,400,1
ZM,159.98,75,1
ZM,163.67,225,1
ZM,156.53,75,1
APPL,284.15,325,0
AMZN,2393.21,650,0
APPL,283.32,175,1
AMZN,2370.98,500,0
ZM,161.06,450,0
ZM,164.48,475,0
APPL,282.94,450,0
ZM,163.01,25,0
APPL,283.85,225,1
ZM,159.54,0,1
AMZN,2341.35,600,0
APPL,281.21,200,1
AMZN,2353.25,650,0
AMZN,2358.31,100,0
AMZN,2340.72,50,1
ZM,157.17,25,1
APPL,285.43,475,1
APPL,277.95,0,0
ZM,162.28,400,1
ZM,164.14,375,1
ZM,163.98,50,1
ZM,161.57,200,1
APPL,286.13,0,0
APPL,286.31,150,1
ZM,162.95,400,1
APPL,282.08,275,1
ZM,157.28,300,1
ZM,161.84,375,0
APPL,284.39,150,0
APPL,286.44,200,0
APPL,280.48,350,1
AMZN,2411.25,800,0
AMZN,2337.38,0,1
ZM,160.95,100,0
AMZN,2366.83,100,0
APPL,280.93,50,1
APPL,286.9,200,1
AMZN,2350.52,450,1
ZM,157.09,450,1
APPL,286.94,250,0
APPL,284.02,75,1
AMZN,2366.29,50,1
AMZN,2362.84,150,1
APPL,285.58,150,0
ZM,157.6,325,0
AMZN,2409.15,300,1
ZM,159.03,50,1
APPL,278.88,125,1
APPL,285.81,0,1
ZM,163.17,300,1
APPL,283.27,425,0
AMZN,2374.03,900,1
APPL,281.56,75,0
ZM,156.45,50,0
APPL,285.52,150,1
ZM,160.07,175,0
AMZN,2340.23,0,0
AMZN,2408.01,700,0
APPL,281.71,475,1
ZM,158.65,125,1
APPL,286.56,475,1
APPL,286.24,300,0
APPL,286.93,225,1
APPL,285.35,0,0
AMZN,2364.54,200,1
ZM,160.69,150,1
ZM,159.43,250,0
APPL,282.89,50,0
AMZN,2414.13,750,0
AMZN,2410.17,350,1
AMZN,2407.53,0,1
AMZN,2405.69,600,1
APPL,285.29,150,1
AMZN,2402.63,100,0
APPL,284.08,375,0
APPL,281.22,325,0
ZM,163.27,300,1
APPL,280.08,475,0
ZM,163.29,0,1
APPL,286.76,175,0
APPL,280.67,450,0
ZM,156.03,325,0
AMZN,2364.5,850,1
APPL,278.77,100,1
ZM,162.59,250,1
AMZN,2338.09,900,0
APPL,287.46,450,1
APPL,284.26,175,0
AMZN,2374.8,500,1
APPL,280.28,75,1
AMZN,2360.05,850,0
ZM,160.58,475,1
AMZN,2408.97,0,1
AMZN,2349.09,500,0
APPL,279.39,350,0
APPL,284.55,300,1
AMZN,2358.24,350,1
AMZN,2363.38,600,0
AMZN,2407.0,900,0
AMZN,2385.29,900,0
AMZN,2392.94,200,1
ZM,156.37,25,1
ZM,161.46,350,0
APPL,281.56,375,0
APPL,280.82,475,1
ZM,163.27,300,0
AMZN,2352.07,400,0
AMZN,2408.01,700,1
APPL,280.36,100,1
ZM,160.04,300,1
ZM,161.68,25,1
APPL,287.49,150,0
APPL,280.64,275,1
ZM,162.19,75,1
APPL,283.39,175,1
AMZN,2344.95,0,0
APPL,281.46,300,1
APPL,286.29,375,1
APPL,280.21,375,1
ZM,160.77,450,1
APPL,280.37,225,1
APPL,279.34,350,1
ZM,161.96,375,1
ZM,162.26,400,1
APPL,286.62,300,1
AMZN,2392.44,600,0
ZM,157.81,0,0
ZM,158.12,125,0
APPL,282.62,400,0
ZM,156.82,400,0
APPL,280.38,175,0
APPL,284.74,175,0
ZM,159.28,0,0
APPL,279.22,175,0
ZM,162.86,375,1
AMZN,2412.35,350,0
AMZN,2393.53,800,0
APPL,283.51,450,0
AMZN,2381.0,950,0
ZM,156.73,325,0
AMZN,2402.81,500,1
AMZN,2406.74,100,0
ZM,158.5,450,0
AMZN,2355.13,200,1
AMZN,2413.18,50,0
AMZN,2360.25,300,1
ZM,157.1,300,1
APPL,281.38,450,0
ZM,162.33,200,1
AMZN,2371.38,900,0
ZM,158.29,200,0
APPL,278.35,300,1
ZM,157.71,0,0
ZM,164.49,475,0
APPL,279.23,0,0
AMZN,2358.41,850,1
ZM,164.08,325,0
AMZN,2360.82,400,0
AMZN,2386.85,850,0
AMZN,2396.92,250,1
AMZN,2393.49,550,1
APPL,283.53,175,1
ZM,161.8,400,1
ZM,156.75,300,0
AMZN,2391.4,700,1
ZM,157.38,300,1
APPL,279.56,450,0
AMZN,2361.14,600,0
ZM,156.42,200,1
AMZN,2358.85,800,1
APPL,284.71,300,1
AMZN,2388.55,50,0
ZM,159.06,150,0
APPL,281.12,125,0
APPL,283.29,400,0
ZM,161.91,300,1
ZM,155.99,75,0
ZM,161.71,175,0
ZM,162.9,475,1
APPL,282.04,75,1
ZM,158.3,300,1
APPL,278.09,450,0
ZM,163.69,375,1
ZM,155.68,200,0
AMZN,2372.34,100,0
APPL,277.85,75,0
AMZN,2377.4,250,1
ZM,159.7,225,0
ZM,156.84,225,1
AMZN,2413.08,900,1
APPL,286.64,25,1
APPL,285.81,125,1
APPL,282.16,225,1
ZM,155.92,350,0
AMZN,2379.02,500,0
AMZN,2402.97,450,0
ZM,155.89,100,1
AMZN,2349.51,250,1
APPL,277.91,125,1
ZM,159.85,425,1
ZM,160.0,300,1
APPL,281.96,150,1
APPL,281.44,50,1
AMZN,2377.26,700,0
ZM,162.84,100,0
ZM,160.92,200,0
APPL,283.11,250,1
ZM,162.81,125,0
APPL,286.42,25,0
APPL,278.75,425,1
APPL,281.65,25,0
AMZN,2396.0,350,1
AMZN,2374.56,500,1
AMZN,2381.8,800,0
AMZN,2391.69,750,1
APPL,284.64,0,1
ZM,156.75,400,0
APPL,282.12,100,1
ZM,162.47,450,0
ZM,157.07,325,1
ZM,157.11,225,0
APPL,286.83,375,1
ZM,162.15,50,0
ZM,157.16,425,1
AMZN,2359.07,650,0
ZM,160.62,300,0
ZM,156.06,225,0
APPL,283.55,275,0
AMZN,2350.97,550,1
APPL,285.35,325,0
APPL,286.94,250,1
ZM,163.32,0,0
ZM,155.57,250,0
ZM,164.03,100,0
ZM,161.98,250,1
ZM,158.32,125,0
APPL,284.47,200,0
APPL,278.69,300,0
AMZN,2354.53,150,1
AMZN,2413.08,800,1
APPL,281.87,300,1
APPL,278.62,100,1
AMZN,2361.23,50,1
APPL,279.88,0,0
APPL,286.16,75,0
ZM,160.35,0,0
AMZN,2380.85,750,1
APPL,284.07,450,0
APPL,285.6,0,1
APPL,279.38,100,1
APPL,287.49,350,0
AMZN,2344.09,150,1
ZM,159.5,325,0
ZM,158.43,475,1
AMZN,2370.11,850,0
AMZN,2407.33,250,1
AMZN,2394.19,550,0
AMZN,2412.88,850,0
APPL,281.69,400,1
APPL,286.9,50,1
ZM,156.87,475,1
APPL,283.51,125,1
APPL,279.04,375,1
ZM,159.03,275,1
ZM,164.0,300,0
AMZN,2355.5,300,1
APPL,286.57,175,1
ZM,163.09,425,0
ZM,164.41,325,1
AMZN,2383.84,850,0
APPL,278.87,125,1
AMZN,2356.54,100,0
APPL,287.67,75,0
AMZN,2374.39,400,0
ZM,164.29,400,0
AMZN,2355.48,800,1
ZM,161.78,75,1
APPL,286.73,450,1
AMZN,2407.5,250,1
AMZN,2341.52,600,0
AMZN,2370.93,450,1
APPL,287.23,50,1
ZM,160.46,325,0
ZM,160.76,250,1
AMZN,2378.79,850,1
AMZN,2371.25,300,1
AMZN,2354.08,500,0
AMZN,2404.19,0,0
APPL,282.89,300,1
AMZN,2375.0,850,0
APPL,282.11,75,1
AMZN,2354.45,200,1
AMZN,2337.04,0,0
AMZN,2339.51,850,0
AMZN,2376.55,550,0
ZM,161.65,100,1
ZM,162.48,225,0
AMZN,2390.0,450,1
APPL,278.55,250,1
ZM,156.46,150,1
AMZN,2375.39,600,1
AMZN,2379.61,700,1
APPL,281.07,50,0
AMZN,2344.66,50,1
AMZN,2347.49,500,0
APPL,285.92,25,0
AMZN,2368.85,250,0
AMZN,2395.55,950,1
AMZN,2363.68,50,1
AMZN,2374.06,50,1
AMZN,2376.67,800,1
APPL,287.66,0,0
AMZN,2409.86,750,1
ZM,163.9,350,0
AMZN,2358.46,0,1
APPL,287.45,175,0
APPL,287.71,100,0
AMZN,2357.0,750,1
AMZN,2367.7,650,0
APPL,282.11,200,0
APPL,282.55,175,1
APPL,279.52,300,0
AMZN,2397.36,350,0
AMZN,2370.7,600,1
ZM,161.83,450,1
ZM,157.77,225,0
AMZN,2413.87,300,1
APPL,279.66,125,0
APPL,284.3,150,0
APPL,278.11,175,1
AMZN,2376.1,100,1
APPL,277.89,325,1
APPL,279.86,325,1
APPL,286.76,0,1
APPL,287.26,300,1
APPL,284.14,250,0
ZM,162.57,425,1
AMZN,2348.43,950,1
ZM,158.43,125,0
APPL,282.46,300,1
ZM,158.35,375,0
AMZN,2384.62,650,1
APPL,281.14,175,1
ZM,157.09,275,0
AMZN,2354.71,750,0
APPL,287.24,125,0
APPL,282.14,275,1
APPL,281.55,0,0
ZM,161.92,300,1
APPL,285.99,375,1
ZM,157.65,350,1
ZM,162.23,175,0
ZM,155.99,300,1
ZM,163.45,275,0
APPL,282.61,300,0
APPL,284.61,375,0
ZM,158.89,100,0
APPL,286.94,300,0
AMZN,2411.67,0,1
APPL,277.83,375,1
APPL,281.9,350,1
APPL,285.44,250,1
AMZN,2396.05,800,1
AMZN,2359.06,300,1
APPL,285.12,75,1
AMZN,2337.34,150,0
ZM,159.01,150,0
AMZN,2398.6,250,1
ZM,162.57,125,1
ZM,159.04,275,0
ZM,158.9,75,1
ZM,164.2,75,1
ZM,163.69,275,1
ZM,157.01,300,0
ZM,158.64,400,1
APPL,284.62,425,1
ZM,155.76,0,0
AMZN,2383.71,450,1
ZM,163.86,425,1
AMZN,2355.87,850,1
APPL,286.4,475,1
AMZN,2409.57,50,1
AMZN,2344.84,850,0
ZM,158.34,275,1
APPL,286.91,475,0
APPL,278.47,100,1
APPL,286.66,225,0
AMZN,2412.59,150,1
APPL,283.4,175,0
APPL,283.74,450,1
ZM,162.06,100,0
AMZN,2385.56,500,1
APPL,280.43,25,0
APPL,282.82,25,1
APPL,277.87,300,1
AMZN,2348.32,750,1
AMZN,2398.17,400,0
APPL,283.31,350,0
ZM,158.88,475,1
AMZN,2395.1,900,1
ZM,159.02,325,0
AMZN,2398.47,750,1
APPL,282.18,0,0
APPL,287.21,25,0
ZM,162.78,150,0
APPL,285.93,400,0
APPL,283.13,350,0
ZM,156.27,250,0
ZM,157.84,50,0
AMZN,2349.95,400,1
ZM,162.58,475,1
ZM,161.16,325,0
ZM,161.93,25,0
APPL,287.49,50,1
ZM,162.19,50,0
ZM,163.87,250,0
ZM,163.63,225,1
AMZN,2339.53,650,0
ZM,164.23,250,0
AMZN,2362.02,200,1
ZM,164.35,375,1
ZM,163.19,225,0
ZM,157.59,400,1
APPL,279.4,350,1
ZM,156.03,175,0
APPL,280.75,0,0
APPL,282.51,100,0
AMZN,2363.71,500,0
AMZN,2364.09,900,0
APPL,282.21,150,0
AMZN,2363.44,450,0
ZM,163.31,25,1
ZM,155.78,125,1
ZM,162.58,225,1
AMZN,2392.41,350,0
APPL,286.91,425,0
AMZN,2397.51,200,0
APPL,287.52,450,0
ZM,159.84,325,0
AMZN,2374.9,900,1
ZM,162.41,450,0
APPL,283.18,0,1
AMZN,2411.63,400,1
APPL,282.95,400,0
AMZN,2408.15,600,1
APPL,286.7,450,1
ZM,158.88,50,1
AMZN,2370.84,700,1
APPL,283.8,125,0
APPL,279.12,425,0
APPL,286.48,25,1
AMZN,2367.58,600,0
ZM,160.83,375,1
ZM,156.83,375,0
AMZN,2378.63,150,1
AMZN,2366.41,950,0
AMZN,2360.29,850,1
ZM,161.09,200,0
AMZN,2339.33,350,1
AMZN,2359.6,350,0
AMZN,2386.85,100,1
AMZN,2399.77,350,1
ZM,162.56,75,1
APPL,284.06,225,1
APPL,285.73,350,0
APPL,277.98,400,0
AMZN,2339.9,650,1
APPL,282.0,475,0
ZM,161.22,200,1
APPL,283.84,125,0
ZM,158.54,425,0
APPL,285.19,425,0
ZM,159.41,350,0
ZM,158.82,275,1
ZM,160.39,0,0
APPL,285.77,175,0
ZM,159.45,450,0
AMZN,2396.39,200,0
APPL,285.14,175,1
ZM,163.45,125,0
AMZN,2365.08,550,1
APPL,285.76,200,1
ZM,162.03,475,1
APPL,278.68,450,0
AMZN,2357.63,450,1
AMZN,2345.3,850,1
APPL,283.74,325,1
APPL,279.17,125,0
AMZN,2365.98,700,0
ZM,156.53,375,1
ZM,162.0,475,0
ZM,162.65,425,1
AMZN,2355.08,350,1
AMZN,2376.54,0,1
ZM,156.33,325,0
APPL,286.56,200,1
ZM,161.55,175,1
ZM,157.45,100,0
AMZN,2350.55,900,1
APPL,279.92,200,0
APPL,284.12,300,0
AMZN,2340.09,100,1
AMZN,2362.81,500,0
AMZN,2391.54,150,0
ZM,160.37,425,1
APPL,285.25,0,1
APPL,281.1,25,1
AMZN,2398.11,250,0
ZM,162.27,0,0
AMZN,2354.23,300,1
AMZN,2388.78,900,0
APPL,285.4,300,1
APPL,279.15,375,1
ZM,161.84,250,1
AMZN,2412.67,550,0
AMZN,2338.64,950,1
ZM,157.86,475,0
APPL,280.08,150,1
AMZN,2378.97,500,0
APPL,279.26,0,1
AMZN,2394.16,300,1
APPL,285.94,175,0
ZM,163.77,400,0
AMZN,2357.99,0,0
APPL,286.06,175,0
AMZN,2413.94,100,0
ZM,160.51,75,1
APPL,287.14,425,1
AMZN,2372.96,400,1
APPL,286.98,250,1
APPL,281.42,225,0
ZM,156.86,175,1
ZM,157.03,50,0
APPL,286.69,225,0
ZM,159.4,100,1
AMZN,2352.09,400,0
AMZN,2400.08,400,0
APPL,283.64,100,1
ZM,164.24,400,1
AMZN,2387.9,550,1
APPL,286.1,250,1
AMZN,2367.72,650,1
AMZN,2364.58,800,0
ZM,158.63,375,1
AMZN,2365.69,900,1
AMZN,2353.77,400,1
APPL,284.95,250,1
ZM,158.21,125,0
AMZN,2335.15,500,0
AMZN,2336.96,350,1
AMZN,2338.11,700,1
APPL,284.42,475,1
APPL,280.12,125,1
APPL,278.86,75,0
ZM,159.42,175,1
APPL,280.76,25,0
ZM,158.21,100,1
AMZN,2376.49,400,0
ZM,164.29,0,1
AMZN,2346.74,950,1
AMZN,2410.0,250,0
APPL,287.0,0,1
AMZN,2410.09,300,1
AMZN,2348.93,50,1
AMZN,2407.66,500,0
APPL,283.56,225,1
ZM,158.02,375,1
AMZN,2413.34,750,0
AMZN,2360.58,0,1
ZM,160.78,425,0
ZM,161.3,100,1
APPL,282.63,200,1
AMZN,2353.19,400,1
AMZN,2395.15,0,0
AMZN,2396.25,150,1
APPL,279.79,150,1
ZM,157.37,175,0
AMZN,2354.87,800,1
AMZN,2385.79,550,1
APPL,282.12,200,0
ZM,159.47,450,0
AMZN,2337.18,600,1
ZM,158.46,425,1
APPL,283.81,300,1
ZM,159.99,0,0
ZM,158.0,75,0
ZM,161.35,200,1
ZM,161.35,475,0
AMZN,2410.9,350,1
APPL,278.5,100,1
APPL,283.0,50,1
APPL,280.22,275,0
ZM,158.23,475,1
APPL,285.87,400,1
AMZN,2387.95,700,0
AMZN,2347.18,450,0
AMZN,2403.12,300,1
APPL,281.62,375,1
APPL,281.24,275,1
AMZN,2347.81,300,1
AMZN,2393.88,300,1
AMZN,2380.25,200,1
APPL,287.79,175,1
ZM,162.39,400,1
AMZN,2380.57,850,1
ZM,160.78,225,1
ZM,161.84,425,0
ZM,160.31,425,1
AMZN,2383.57,350,0
APPL,286.98,0,0
ZM,157.43,200,0
APPL,281.96,450,1
ZM,158.16,450,1
APPL,283.98,300,0
APPL,279.81,475,1
ZM,156.17,325,0
AMZN,2362.91,300,1
APPL,285.14,275,1
ZM,160.0,250,0
APPL,286.29,475,1
APPL,281.29,300,1
AMZN,2360.5,800,0
ZM,160.9,100,1
APPL,283.2,450,0
ZM,156.8,225,1
ZM,163.68,325,1
AMZN,2365.01,650,1
AMZN,2383.28,0,1
APPL,285.29,425,0
ZM,156.02,75,1
APPL,278.24,300,1
APPL,286.26,475,0
ZM,158.64,50,1
ZM,163.91,50,1
APPL,287.06,125,0
AMZN,2362.54,0,0
APPL,284.41,275,1
AMZN,2382.09,250,1
AMZN,2343.42,600,0
ZM,160.83,375,0
APPL,282.03,0,1
AMZN,2337.77,150,0
ZM,163.09,125,0
ZM,164.44,250,1
APPL,287.78,200,0
ZM,156.33,0,0
APPL,279.59,300,1
APPL,284.88,475,1
ZM,157.54,75,1
ZM,160.17,175,0
ZM,160.89,250,0
AMZN,2363.73,800,1
AMZN,2395.38,750,0
APPL,284.65,200,0
ZM,158.72,250,0
APPL,287.07,150,1
AMZN,2367.43,950,0
AMZN,2412.82,700,1
APPL,278.56,350,0
APPL,283.98,325,0
ZM,163.76,450,1
AMZN,2401.26,800,0
APPL,286.41,50,0
APPL,283.95,175,0
AMZN,2371.77,500,0
AMZN,2370.4,500,0
AMZN,2376.45,950,0
APPL,285.27,475,1
AMZN,2363.43,800,1
APPL,287.27,175,0
AMZN,2408.08,900,1
AMZN,2347.96,300,1
AMZN,2345.85,200,1
ZM,159.93,425,0
ZM,164.11,75,0
ZM,162.57,425,1
ZM,158.63,350,1
APPL,286.75,0,0
ZM,164.28,400,1
AMZN,2390.68,150,0
ZM,159.24,400,1
APPL,282.12,275,0
ZM,160.55,175,1
AMZN,2364.04,700,1
AMZN,2344.11,350,1
APPL,277.97,25,1
ZM,160.47,200,0
ZM,163.36,100,0
APPL,284.36,350,0
APPL,285.29,250,1
ZM,156.66,150,1
ZM,161.16,200,1
AMZN,2374.86,700,0
APPL,287.56,75,1
AMZN,2337.42,650,1
ZM,162.66,250,1
APPL,286.05,0,0
AMZN,2346.38,0,0
AMZN,2397.63,600,0
AMZN,2410.8,450,1
APPL,279.54,400,1
ZM,160.31,100,1
ZM,161.96,325,0
AMZN,2348.99,0,1
AMZN,2372.59,900,0
ZM,160.0,50,0
ZM,161.16,425,0
ZM,159.06,225,1
AMZN,2400.08,650,1
AMZN,2361.4,350,0
APPL,280.29,275,0
ZM,157.43,75,0
AMZN,2385.27,600,0
AMZN,2413.85,600,1
AMZN,2390.12,650,1
APPL,278.33,350,1
AMZN,2396.61,450,0
ZM,160.86,375,0
AMZN,2409.18,100,0
APPL,277.97,300,0
ZM,164.45,425,0
AMZN,2400.69,900,0
AMZN,2375.74,600,1
AMZN,2389.69,700,1
AMZN,2395.94,850,0
ZM,156.57,0,1
AMZN,2345.95,850,1
AMZN,2367.49,0,1
AMZN,2379.07,950,1
AMZN,2358.01,400,0
ZM,156.71,425,0
AMZN,2386.58,150,1
ZM,156.93,325,0
ZM,161.25,100,1
AMZN,2388.91,750,1
AMZN,2349.26,750,0
APPL,283.49,475,0
ZM,156.55,350,0
APPL,283.93,400,1
APPL,280.48,50,1
ZM,158.53,0,1
AMZN,2378.67,500,1
ZM,161.19,450,1
ZM,162.43,200,0
ZM,163.0,175,0
ZM,157.92,325,1
